Time (EET),Open,High,Low,Close,Volume 
2025.01.06 08:10:00,21338.279,21344.546,21336.791,21342.724,0.0486
2025.01.06 08:20:00,21342.569,21348.779,21341.591,21344.09,0.05292
2025.01.06 08:30:00,21343.879,21359.358,21342.714,21355.825,0.06489
2025.01.06 08:40:00,21355.736,21361.624,21352.368,21356.113,0.05553
2025.01.06 08:50:00,21355.802,21358.869,21351.547,21355.558,0.05067
2025.01.06 09:00:00,21355.368,21360.157,21346.78,21355.202,0.08595
2025.01.06 09:10:00,21355.369,21368.069,21355.192,21363.368,0.07686
2025.01.06 09:20:00,21363.646,21374.879,21361.611,21373.136,0.06741
2025.01.06 09:30:00,21373.013,21382.703,21370.679,21376.081,0.07434
2025.01.06 09:40:00,21376.347,21381.614,21373.611,21378.579,0.05787
2025.01.06 09:50:00,21378.281,21378.89,21370.681,21371.346,0.063
2025.01.06 10:00:00,21371.081,21393.08,21371.081,21392.311,0.13221
2025.01.06 10:10:00,21392.635,21400.836,21379.369,21380.78,0.11295
2025.01.06 10:20:00,21380.624,21391.114,21371.035,21381.647,0.12294
2025.01.06 10:30:00,21381.135,21400.981,21378.602,21398.213,0.12825
2025.01.06 10:40:00,21398.858,21423.625,21397.39,21418.792,0.11394
2025.01.06 10:50:00,21418.779,21430.781,21416.311,21424.535,0.10728
2025.01.06 11:00:00,21424.346,21446.558,21422.802,21441.524,0.16443
2025.01.06 11:10:00,21441.647,21452.379,21440.28,21444.411,0.12843
2025.01.06 11:20:00,21444.611,21460.224,21440.592,21449.39,0.12231
2025.01.06 11:30:00,21449.514,21457.746,21440.792,21442.068,0.10548
2025.01.06 11:40:00,21442.624,21465.036,21442.101,21464.558,0.09657
2025.01.06 11:50:00,21464.657,21476.869,21462.081,21475.679,0.09855
2025.01.06 12:00:00,21475.491,21479.025,21461.103,21477.781,0.11097
2025.01.06 12:10:00,21478.046,21496.602,21470.836,21494.68,0.10674
2025.01.06 12:20:00,21494.346,21498.603,21482.813,21486.38,0.10665
2025.01.06 12:30:00,21486.213,21487.169,21472.836,21482.635,0.11601
2025.01.06 12:40:00,21482.324,21489.379,21467.092,21481.491,0.11295
2025.01.06 12:50:00,21481.157,21482.825,21466.224,21477.335,0.11169
2025.01.06 13:00:00,21477.28,21493.713,21448.725,21492.857,0.18018
2025.01.06 13:10:00,21492.681,21506.035,21483.514,21505.579,0.20097
2025.01.06 13:20:00,21505.679,21533.224,21501.101,21531.135,0.18855
2025.01.06 13:30:00,21531.003,21550.668,21524.847,21544.346,0.18117
2025.01.06 13:40:00,21544.658,21546.325,21519.791,21522.901,0.15687
2025.01.06 13:50:00,21523.281,21538.591,21515.111,21537.014,0.13878
2025.01.06 14:00:00,21536.724,21543.525,21527.811,21530.602,0.15246
2025.01.06 14:10:00,21530.524,21538.147,21517.869,21527.69,0.14517
2025.01.06 14:20:00,21527.101,21544.024,21522.035,21534.825,0.13878
2025.01.06 14:30:00,21534.858,21540.136,21521.035,21534.557,0.13878
2025.01.06 14:40:00,21534.679,21566.635,21527.825,21559.28,0.13779
2025.01.06 14:50:00,21559.369,21560.524,21537.835,21541.411,0.14418
2025.01.06 15:00:00,21541.79,21546.369,21532.692,21540.091,0.14868
2025.01.06 15:10:00,21540.411,21542.124,21525.011,21531.314,0.14355
2025.01.06 15:20:00,21531.613,21548.035,21523.646,21548.035,0.14445
2025.01.06 15:30:00,21549.514,21554.002,21529.525,21530.092,0.14607
2025.01.06 15:40:00,21530.657,21543.169,21513.647,21539.781,0.16488
2025.01.06 15:50:00,21540.002,21557.379,21537.703,21555.401,0.15561
2025.01.06 16:00:00,21555.627,21561.214,21532.713,21539.679,0.16551
2025.01.06 16:10:00,21539.768,21552.114,21450.213,21480.079,0.22539
2025.01.06 16:20:00,21480.026,21542.268,21474.111,21540.625,0.27162
2025.01.06 16:30:00,21539.724,21605.068,21529.679,21578.081,0.47129
2025.01.06 16:40:00,21578.047,21641.592,21572.803,21635.092,0.43801
2025.01.06 16:50:00,21636.635,21653.114,21598.346,21627.025,0.38578
